locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFGBILMD_03490	CDS	1506		5.5.1.16		Type B diterpene cyclase
GFGBILMD_03491	CDS	654		3.1.-.-	COG1011	Phosphatase
GFGBILMD_03492	CDS	1440	amiD_2	3.5.1.4	COG0154	Putative amidase AmiD
GFGBILMD_03493	CDS	246				hypothetical protein
GFGBILMD_03494	CDS	627	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
GFGBILMD_03495	CDS	105				hypothetical protein
GFGBILMD_03496	CDS	1176	otsB	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
GFGBILMD_03497	CDS	1341		2.3.1.20		Putative diacyglycerol O-acyltransferase
GFGBILMD_03498	CDS	3240	dnaE2	2.7.7.7	COG0587	Error-prone DNA polymerase
GFGBILMD_03499	CDS	150				hypothetical protein
GFGBILMD_03500	CDS	411				hypothetical protein
GFGBILMD_03501	CDS	645				hypothetical protein
GFGBILMD_03502	CDS	1878				hypothetical protein
GFGBILMD_03503	CDS	465	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
GFGBILMD_03504	CDS	2625				hypothetical protein
GFGBILMD_03505	CDS	393			COG2018	Serine protease inhibitor
GFGBILMD_03506	CDS	369				hypothetical protein
GFGBILMD_03507	CDS	582				hypothetical protein
GFGBILMD_03508	CDS	552	mfpA		COG1357	Pentapeptide repeat protein MfpA
GFGBILMD_03509	CDS	369		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
GFGBILMD_03510	CDS	1191		1.16.1.-	COG0446	Metal reductase
GFGBILMD_03511	CDS	258	relK	3.1.-.-	COG4115	Toxin RelK
GFGBILMD_03512	CDS	276	relJ		COG2161	Antitoxin RelJ
GFGBILMD_03513	CDS	918	folD		COG0190	Bifunctional protein FolD protein
GFGBILMD_03514	CDS	294				hypothetical protein
GFGBILMD_03515	CDS	390	lprJ_2			Putative lipoprotein LprJ
GFGBILMD_03516	CDS	261				hypothetical protein
GFGBILMD_03517	CDS	372				hypothetical protein
GFGBILMD_03518	CDS	795				hypothetical protein
GFGBILMD_03519	CDS	6366				hypothetical protein
GFGBILMD_03520	tRNA	100				tRNA-His(gtg)
GFGBILMD_03521	CDS	1131				hypothetical protein
GFGBILMD_03522	CDS	1434	amt			Ammonia channel
GFGBILMD_03523	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
GFGBILMD_03524	CDS	2427	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
GFGBILMD_03525	CDS	1809				hypothetical protein
GFGBILMD_03526	CDS	1578	ffh		COG0541	Signal recognition particle protein
GFGBILMD_03527	CDS	1113			COG1228	putative protein
GFGBILMD_03528	CDS	1758	pknI	2.7.11.1		Serine/threonine-protein kinase PknI
GFGBILMD_03529	CDS	1797			COG3653	putative protein
GFGBILMD_03530	CDS	588				putative HTH-type transcriptional regulator
GFGBILMD_03531	CDS	876	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
GFGBILMD_03532	CDS	420				putative protein
GFGBILMD_03533	CDS	489	rpsP		COG0228	30S ribosomal protein S16
GFGBILMD_03534	CDS	243				hypothetical protein
GFGBILMD_03535	CDS	531	rimM		COG0806	Ribosome maturation factor RimM
GFGBILMD_03536	CDS	693	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
GFGBILMD_03537	CDS	945	lppW			Putative lipoprotein LppW
GFGBILMD_03538	CDS	342	rplS		COG0335	50S ribosomal protein L19
GFGBILMD_03539	CDS	885	lepB	3.4.21.89	COG0681	Signal peptidase I
GFGBILMD_03540	CDS	738	rnhB	3.1.26.4	COG0164	Ribonuclease HII
GFGBILMD_03541	CDS	420				hypothetical protein
GFGBILMD_03542	CDS	2340		1.-.-.-	COG0243	putative oxidoreductase
GFGBILMD_03543	CDS	831	fdhD		COG1526	Sulfur carrier protein FdhD
GFGBILMD_03544	CDS	387				hypothetical protein
GFGBILMD_03545	CDS	1512	comM		COG0606	Competence protein ComM
GFGBILMD_03546	CDS	1170	dprA		COG0758	Putative DNA processing protein DprA
GFGBILMD_03547	CDS	852			COG2375	putative protein
GFGBILMD_03548	CDS	948	xerC_2		COG0582	Tyrosine recombinase XerC
GFGBILMD_03549	CDS	918	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
GFGBILMD_03550	CDS	144				hypothetical protein
GFGBILMD_03551	CDS	1227				hypothetical protein
GFGBILMD_03552	CDS	621				hypothetical protein
GFGBILMD_03553	CDS	864	rpsB		COG0052	30S ribosomal protein S2
GFGBILMD_03554	CDS	816	tsf		COG0264	Elongation factor Ts
GFGBILMD_03555	CDS	1422	amiC	3.5.1.4	COG0154	Putative amidase AmiC
GFGBILMD_03556	CDS	420			COG1846	putative HTH-type transcriptional regulator
GFGBILMD_03557	CDS	588			COG2452	putative protein
GFGBILMD_03558	CDS	1317				IS607 family transposase IS1539
GFGBILMD_03559	CDS	702				NCBIFAM: VanA-type vancomycin resistance DNA-binding response regulator VanR
GFGBILMD_03560	CDS	786	pyrH	2.7.4.22	COG0528	Uridylate kinase
GFGBILMD_03561	CDS	744	tcrX_3		COG0745	putative transcriptional regulatory protein TcrX
GFGBILMD_03562	CDS	1458	tcrY_3	2.7.13.3		putative sensor histidine kinase TcrY
GFGBILMD_03563	CDS	402			COG0537	putative HIT-like protein
GFGBILMD_03564	CDS	420				hypothetical protein
GFGBILMD_03565	CDS	1128	adhB_2	1.1.1.1	COG1062	Alcohol dehydrogenase B
GFGBILMD_03566	CDS	546				hypothetical protein
GFGBILMD_03567	CDS	207				hypothetical protein
GFGBILMD_03568	CDS	1356		1.14.14.154	COG2124	Lanosterol 14-alpha demethylase
GFGBILMD_03569	CDS	828	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
GFGBILMD_03570	CDS	1209		1.14.-.-	COG2124	Putative cytochrome P450 123
GFGBILMD_03571	CDS	642				putative HTH-type transcriptional regulator
GFGBILMD_03572	CDS	1470		1.2.1.3		Putative aldehyde dehydrogenase
GFGBILMD_03573	CDS	747		1.-.-.-		putative oxidoreductase
GFGBILMD_03574	CDS	888		1.1.-.-	COG2084	putative oxidoreductase
GFGBILMD_03575	CDS	432				hypothetical protein
GFGBILMD_03576	CDS	1269	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
GFGBILMD_03577	CDS	1584	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
GFGBILMD_03578	CDS	702				hypothetical protein
GFGBILMD_03579	CDS	573				hypothetical protein
GFGBILMD_03580	CDS	780				hypothetical protein
GFGBILMD_03581	CDS	1419	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
GFGBILMD_03582	CDS	1245		1.14.-.-	COG2124	Putative cytochrome P450 126
GFGBILMD_03583	CDS	621				hypothetical protein
GFGBILMD_03584	CDS	894	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
GFGBILMD_03585	CDS	2160	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
GFGBILMD_03586	CDS	162				hypothetical protein
GFGBILMD_03587	CDS	141				hypothetical protein
GFGBILMD_03588	CDS	1623				NCBIFAM: CmlA/FloR family chloramphenicol efflux MFS transporter
GFGBILMD_03589	CDS	687				hypothetical protein
GFGBILMD_03590	CDS	1701		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
GFGBILMD_03591	CDS	639				hypothetical protein
GFGBILMD_03592	CDS	672				hypothetical protein
GFGBILMD_03593	CDS	240	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
GFGBILMD_03594	CDS	675	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
GFGBILMD_03595	CDS	474				hypothetical protein
GFGBILMD_03596	CDS	729				hypothetical protein
GFGBILMD_03597	CDS	1044			COG2141	putative protein
GFGBILMD_03598	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
GFGBILMD_03599	CDS	306		1.-.-.-	COG1359	Putative monooxygenase
GFGBILMD_03600	CDS	1500	lpdA_2	1.8.1.4		Dihydrolipoyl dehydrogenase
GFGBILMD_03601	CDS	780				hypothetical protein
GFGBILMD_03602	CDS	2565			COG0574	putative protein
GFGBILMD_03603	CDS	657				hypothetical protein
GFGBILMD_03604	CDS	1506	pnbA_3	3.1.1.-	COG2272	Para-nitrobenzyl esterase
GFGBILMD_03605	CDS	351				hypothetical protein
GFGBILMD_03606	CDS	1359				hypothetical protein
GFGBILMD_03607	CDS	1320				hypothetical protein
GFGBILMD_03608	CDS	903	lacF			Lactose transport system permease protein LacF
GFGBILMD_03609	CDS	843	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
GFGBILMD_03610	CDS	1074	msiK_2	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
GFGBILMD_03611	CDS	975				hypothetical protein
GFGBILMD_03612	CDS	642				hypothetical protein
GFGBILMD_03613	CDS	489				hypothetical protein
GFGBILMD_03614	CDS	324			COG0640	HTH-type transcriptional regulator
GFGBILMD_03615	CDS	759				hypothetical protein
GFGBILMD_03616	CDS	996	acg	1.-.-.-		Putative NAD(P)H nitroreductase acg
GFGBILMD_03617	CDS	435	hspX		COG0071	Alpha-crystallin
GFGBILMD_03618	CDS	2040			COG1926	putative protein
GFGBILMD_03619	CDS	1020	pfkB	2.7.1.11	COG1105	Putative ATP-dependent 6-phosphofructokinase isozyme 2
GFGBILMD_03620	CDS	840			COG0589	Universal stress protein
GFGBILMD_03621	CDS	813	dosT_1	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DosT
GFGBILMD_03622	CDS	906	dosT_2	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DosT
GFGBILMD_03623	CDS	849			COG0589	Universal stress protein
GFGBILMD_03624	CDS	960			COG0053	putative cation efflux system protein
GFGBILMD_03625	CDS	4821				hypothetical protein
GFGBILMD_03626	CDS	897				hypothetical protein
GFGBILMD_03627	CDS	237				hypothetical protein
GFGBILMD_03628	CDS	633				hypothetical protein
GFGBILMD_03629	CDS	360				hypothetical protein
GFGBILMD_03630	CDS	606	higB2_1		COG4683	Putative toxin HigB2
GFGBILMD_03631	CDS	306	higA2_1			Putative antitoxin HigA2
GFGBILMD_03632	CDS	288				hypothetical protein
GFGBILMD_03633	CDS	351		3.1.-.-		Putative ribonuclease VapC45
GFGBILMD_03634	CDS	720			COG2442	Putative antitoxin VapB45
GFGBILMD_03635	CDS	1041				hypothetical protein
GFGBILMD_03636	CDS	393				hypothetical protein
GFGBILMD_03637	CDS	609	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
GFGBILMD_03638	CDS	996	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
GFGBILMD_03639	CDS	858				hypothetical protein
GFGBILMD_03640	CDS	222	infA		COG0361	Translation initiation factor IF-1
GFGBILMD_03641	CDS	375	rpsM		COG0099	30S ribosomal protein S13
GFGBILMD_03642	CDS	420	rpsK		COG0100	30S ribosomal protein S11
GFGBILMD_03643	CDS	606	rpsD		COG0522	30S ribosomal protein S4
GFGBILMD_03644	CDS	1044	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GFGBILMD_03645	CDS	543	rplQ		COG0203	50S ribosomal protein L17
GFGBILMD_03646	CDS	894	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GFGBILMD_03647	CDS	1686				hypothetical protein
GFGBILMD_03648	CDS	681	cut3_1	3.1.1.74		putative cutinase cut3
GFGBILMD_03649	CDS	789	cut3_2	3.1.1.74		putative cutinase cut3
GFGBILMD_03650	CDS	1413	eccB3_2	3.6.-.-		ESX-3 secretion system ATPase EccB3
GFGBILMD_03651	CDS	1368	mycP4	3.4.21.-	COG1404	Mycosin-4
GFGBILMD_03652	CDS	1404	eccD1_2			ESX-1 secretion system protein EccD1
GFGBILMD_03653	CDS	3711	eccC		COG1674	ESX secretion system protein EccC
GFGBILMD_03654	CDS	1215				hypothetical protein
GFGBILMD_03655	CDS	432				hypothetical protein
GFGBILMD_03656	CDS	303	esxT		COG4842	ESAT-6-like protein EsxT
GFGBILMD_03657	CDS	534	rplM		COG0102	50S ribosomal protein L13
GFGBILMD_03658	CDS	456	rpsI		COG0103	30S ribosomal protein S9
GFGBILMD_03659	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
GFGBILMD_03660	CDS	312				hypothetical protein
GFGBILMD_03661	CDS	1431				hypothetical protein
GFGBILMD_03662	CDS	843				hypothetical protein
GFGBILMD_03663	CDS	477				hypothetical protein
GFGBILMD_03664	CDS	1875	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GFGBILMD_03665	CDS	939				hypothetical protein
GFGBILMD_03666	CDS	699				hypothetical protein
GFGBILMD_03667	CDS	1422	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
GFGBILMD_03668	CDS	1383	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
GFGBILMD_03669	CDS	846				IS256 family transposase ISRo1
GFGBILMD_03670	CDS	105				hypothetical protein
GFGBILMD_03671	CDS	165				hypothetical protein
GFGBILMD_03672	CDS	1164				hypothetical protein
GFGBILMD_03673	CDS	528				PPE family protein PPE57
GFGBILMD_03674	CDS	282				hypothetical protein
GFGBILMD_03675	CDS	255				hypothetical protein
GFGBILMD_03676	CDS	234				hypothetical protein
GFGBILMD_03677	CDS	159				hypothetical protein
GFGBILMD_03678	CDS	1128			COG0582	Putative prophage phiRv2 integrase
GFGBILMD_03679	CDS	366				putative protein
GFGBILMD_03680	CDS	198				hypothetical protein
GFGBILMD_03681	CDS	393				hypothetical protein
GFGBILMD_03682	CDS	1428				hypothetical protein
GFGBILMD_03683	CDS	246				Antitoxin
GFGBILMD_03684	CDS	324				Toxin
GFGBILMD_03685	CDS	492				hypothetical protein
GFGBILMD_03686	CDS	480				hypothetical protein
GFGBILMD_03687	CDS	1440				hypothetical protein
GFGBILMD_03688	CDS	201				hypothetical protein
GFGBILMD_03689	CDS	465				hypothetical protein
GFGBILMD_03690	CDS	999	xerC_3			Tyrosine recombinase XerC
GFGBILMD_03691	CDS	432				putative protein
GFGBILMD_03692	tRNA	75				tRNA-Val(gac)
GFGBILMD_03693	tRNA	74				tRNA-Cys(gca)
GFGBILMD_03694	tRNA	74				tRNA-Gly(gcc)
GFGBILMD_03695	tRNA	73				tRNA-Val(cac)
GFGBILMD_03696	CDS	192	mazE			Antitoxin MazE
GFGBILMD_03697	CDS	1497	arsC	1.20.4.4		Arsenate reductase
GFGBILMD_03698	CDS	381	arsR1		COG0640	Arsenic resistance transcriptional regulator ArsR1
GFGBILMD_03699	CDS	459	cadI		COG0346	Cadmium-induced protein CadI
GFGBILMD_03700	CDS	360				hypothetical protein
GFGBILMD_03701	CDS	333				hypothetical protein
GFGBILMD_03702	CDS	447				hypothetical protein
GFGBILMD_03703	CDS	657			COG0586	putative membrane protein
GFGBILMD_03704	CDS	630		2.7.1.-	COG3896	Putative O-phosphotransferase
GFGBILMD_03705	CDS	2337				hypothetical protein
GFGBILMD_03706	CDS	255				hypothetical protein
GFGBILMD_03707	CDS	486				putative protein
GFGBILMD_03708	CDS	282				putative protein
GFGBILMD_03709	CDS	1299	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
GFGBILMD_03710	CDS	393			COG1371	putative protein archease
GFGBILMD_03711	CDS	1125				putative protein
GFGBILMD_03712	CDS	255				Putative uncharacterized protein
GFGBILMD_03713	CDS	1167				putative protein
GFGBILMD_03714	CDS	432	hrp1		COG0517	Hypoxic response protein 1
GFGBILMD_03715	CDS	1182	rip3		COG0517	Putative zinc metalloprotease Rip3
GFGBILMD_03716	CDS	795				Universal stress protein
GFGBILMD_03717	CDS	894			COG0589	Universal stress protein
GFGBILMD_03718	CDS	822				hypothetical protein
GFGBILMD_03719	CDS	675				hypothetical protein
GFGBILMD_03720	CDS	426				hypothetical protein
GFGBILMD_03721	CDS	354				hypothetical protein
GFGBILMD_03722	CDS	729				hypothetical protein
GFGBILMD_03723	CDS	441				hypothetical protein
GFGBILMD_03724	CDS	501				hypothetical protein
GFGBILMD_03725	CDS	2283	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
GFGBILMD_03726	CDS	609	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GFGBILMD_03727	CDS	828	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
GFGBILMD_03728	CDS	402	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
GFGBILMD_03729	CDS	567	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
GFGBILMD_03730	CDS	477				hypothetical protein
GFGBILMD_03731	CDS	1194				hypothetical protein
GFGBILMD_03732	CDS	912				hypothetical protein
GFGBILMD_03733	CDS	930	panC	6.3.2.1	COG0414	Pantothenate synthetase
GFGBILMD_03734	CDS	420	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
GFGBILMD_03735	CDS	819	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
GFGBILMD_03736	CDS	1518	lysS1	6.1.1.6	COG1190	Lysine--tRNA ligase 1
GFGBILMD_03737	CDS	339	lsr2			Nucleoid-associated protein Lsr2
GFGBILMD_03738	CDS	2547	clpC1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
GFGBILMD_03739	CDS	1320				hypothetical protein
GFGBILMD_03740	CDS	828				hypothetical protein
GFGBILMD_03741	CDS	1317				NCBIFAM: class A beta-lactamase
GFGBILMD_03742	CDS	318	mhuD	1.14.99.57	COG2329	Heme oxygenase (mycobilin-producing)
GFGBILMD_03743	CDS	765	bpoC_3	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
GFGBILMD_03744	CDS	1755				hypothetical protein
GFGBILMD_03745	CDS	888	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
GFGBILMD_03746	CDS	624	mtcA2	4.2.1.1	COG0288	Carbonic anhydrase 2
GFGBILMD_03747	CDS	819				hypothetical protein
GFGBILMD_03748	CDS	1077	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
GFGBILMD_03749	CDS	1332	radA	3.6.4.-	COG1066	DNA repair protein RadA
GFGBILMD_03750	CDS	549	lpqE			Putative lipoprotein LpqE
GFGBILMD_03751	CDS	489	carD		COG1329	RNA polymerase-binding transcription factor CarD
GFGBILMD_03752	CDS	696	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
GFGBILMD_03753	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
GFGBILMD_03754	CDS	1410	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
GFGBILMD_03755	CDS	486				hypothetical protein
GFGBILMD_03756	CDS	378	mazE5			Antitoxin MazE5
GFGBILMD_03757	CDS	330	mazF5	3.1.-.-	COG2337	putative endoribonuclease MazF5
GFGBILMD_03758	CDS	771	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
GFGBILMD_03759	CDS	1062	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
GFGBILMD_03760	CDS	516		1.5.1.37		Flavin reductase
GFGBILMD_03761	CDS	1071	ephB_2	3.3.2.10		Epoxide hydrolase B
GFGBILMD_03762	CDS	2520	hmp_4	1.14.12.17		Flavohemoprotein
GFGBILMD_03763	CDS	1110		1.14.14.155		3,6-diketocamphane 1,6-monooxygenase
GFGBILMD_03764	CDS	957				Putative enoyl-CoA hydratase EchA13
GFGBILMD_03765	CDS	1230		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
GFGBILMD_03766	CDS	1092	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
GFGBILMD_03767	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
GFGBILMD_03768	CDS	279				hypothetical protein
GFGBILMD_03769	CDS	231			COG0693	HTH-type transcriptional regulator
GFGBILMD_03770	CDS	525				hypothetical protein
GFGBILMD_03771	CDS	768	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
GFGBILMD_03772	CDS	774				hypothetical protein
GFGBILMD_03773	CDS	480				Immunogenic protein MPT63
GFGBILMD_03774	CDS	1863		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
GFGBILMD_03775	CDS	381				hypothetical protein
GFGBILMD_03776	CDS	1281				NCBIFAM: RHO family class C beta-lactamase
GFGBILMD_03777	CDS	1116	dap	3.4.11.19		D-aminopeptidase
GFGBILMD_03778	CDS	1272				hypothetical protein
GFGBILMD_03779	CDS	864				hypothetical protein
GFGBILMD_03780	CDS	465				hypothetical protein
GFGBILMD_03781	CDS	2964				hypothetical protein
GFGBILMD_03782	CDS	558				hypothetical protein
GFGBILMD_03783	CDS	471				hypothetical protein
GFGBILMD_03784	CDS	204				hypothetical protein
GFGBILMD_03785	CDS	1182		1.14.-.-		Putative cytochrome P450 143
GFGBILMD_03786	CDS	4176	eccC5_3		COG1674	ESX-5 secretion system protein EccC5
GFGBILMD_03787	CDS	1521	eccB5	3.6.-.-		ESX-5 secretion system ATPase EccB5
GFGBILMD_03788	CDS	2184	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
GFGBILMD_03789	CDS	564				hypothetical protein
GFGBILMD_03790	CDS	1794				hypothetical protein
GFGBILMD_03791	CDS	363				hypothetical protein
GFGBILMD_03792	CDS	1215		1.14.-.-	COG2124	Cytochrome P450 144
GFGBILMD_03793	CDS	561				putative HTH-type transcriptional regulator
GFGBILMD_03794	CDS	687	phy	3.7.1.4		Phloretin hydrolase
GFGBILMD_03795	CDS	1341				hypothetical protein
GFGBILMD_03796	CDS	696	ttgV_2			HTH-type transcriptional regulator TtgV
GFGBILMD_03797	CDS	285				hypothetical protein
GFGBILMD_03798	CDS	1287		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
GFGBILMD_03799	CDS	1206				hypothetical protein
GFGBILMD_03800	CDS	93				hypothetical protein
GFGBILMD_03801	CDS	1203				hypothetical protein
GFGBILMD_03802	CDS	1857				hypothetical protein
GFGBILMD_03803	CDS	390				hypothetical protein
GFGBILMD_03804	CDS	270	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
GFGBILMD_03805	CDS	759				hypothetical protein
GFGBILMD_03806	CDS	522				hypothetical protein
GFGBILMD_03807	CDS	471		2.3.1.-	COG0454	putative N-acetyltransferase
GFGBILMD_03808	CDS	1074	zapE			Cell division protein ZapE
GFGBILMD_03809	CDS	777				hypothetical protein
GFGBILMD_03810	CDS	1557	caeB_2	3.1.1.-		Carboxylesterase B
GFGBILMD_03811	CDS	1302	aftC	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
GFGBILMD_03812	CDS	411	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
GFGBILMD_03813	CDS	753				hypothetical protein
GFGBILMD_03814	CDS	696			COG3253	putative protein
GFGBILMD_03815	CDS	1359	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
GFGBILMD_03816	CDS	1119	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
GFGBILMD_03817	CDS	831		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
GFGBILMD_03818	CDS	684				hypothetical protein
GFGBILMD_03819	CDS	1317	rnd	3.1.13.5		Ribonuclease D
GFGBILMD_03820	CDS	1917	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GFGBILMD_03821	CDS	498				hypothetical protein
GFGBILMD_03822	CDS	1290			COG1055	putative transporter
GFGBILMD_03823	CDS	1287			COG1055	putative transporter
GFGBILMD_03824	CDS	759				Fluoroquinolones export permease protein
GFGBILMD_03825	CDS	714				Fluoroquinolones export permease protein
GFGBILMD_03826	CDS	906		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
GFGBILMD_03827	CDS	1218	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
GFGBILMD_03828	CDS	2280		3.2.1.-	COG1554	putative glycosyl hydrolase
GFGBILMD_03829	CDS	789			COG0637	putative protein
GFGBILMD_03830	CDS	921		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
GFGBILMD_03831	CDS	1080		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
GFGBILMD_03832	CDS	909	crtB	2.5.1.-	COG1562	Phytoene synthase
GFGBILMD_03833	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
GFGBILMD_03834	CDS	711				hypothetical protein
GFGBILMD_03835	CDS	543				putative protein
GFGBILMD_03836	CDS	1581	dinB	2.7.7.7		DNA polymerase IV
GFGBILMD_03837	CDS	927	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
GFGBILMD_03838	CDS	864	cmaA1	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 1
GFGBILMD_03839	CDS	1953				hypothetical protein
GFGBILMD_03840	CDS	711		5.4.2.12	COG0406	PE-PGRS family protein PE_PGRS11
GFGBILMD_03841	CDS	873				hypothetical protein
GFGBILMD_03842	CDS	2178				hypothetical protein
GFGBILMD_03843	CDS	678				ISNCY family transposase ISMav10
GFGBILMD_03844	CDS	780				hypothetical protein
GFGBILMD_03845	CDS	276			COG4118	Antitoxin VapB46
GFGBILMD_03846	CDS	393		3.1.-.-		Ribonuclease VapC46
GFGBILMD_03847	CDS	189				hypothetical protein
GFGBILMD_03848	CDS	681		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
GFGBILMD_03849	CDS	1227	alr	5.1.1.1	COG0787	Alanine racemase
GFGBILMD_03850	CDS	507	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
